first_word	empirical	total_emit_count	is_claude	has_ground_truth	vote_majority	vote_weighted	vote_strength	gemma_pred	gemma_softmax	gemma_correct	qwen_pred	qwen_softmax	qwen_correct	ministral_pred	ministral_softmax	ministral_correct	gpt_oss_20b_pred	gpt_oss_20b_softmax	gpt_oss_20b_correct	granite_pred	granite_softmax	granite_correct	majority_correct	weighted_correct
(⁀✰)	HN-S	1	False	False	NB	NB	2-2-1	NB	0.7082887532895625	False	HP	0.2116716859392802	False	NB	0.3993854565770893	False	HN-S	0.2809826248014452	False	HN-S	0.5261476391560901	False	False	False
(⁄	LP	14	False	True	HN-S	HN-S	2-1-1-1	HN-S	0.5451366214316201	False	HN-D	0.2126833670654013	False	HN-S	0.2240950696036348	False	NB	0.2338655441389501	False	LP	0.483869996920137	True	False	False
(⁄⁂⁄)	NB	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.8001790626998013	False	HP	0.196703895119886	False	LN	0.2430803593595677	False	HN-S	0.336235508215276	False	LP	0.6126632691062984	False	False	False
(⁄⁄・⁄ω⁄・⁄)	HP	1	False	False		LN	1-1-1-1-1	LN	0.9995511014161904	False	HP	0.2558816535435057	False	NB	0.4864644454642698	False	HN-S	0.2902414379519662	False	LP	0.7582233039544116	False		False
(⁄⁄・⁄ω⁄・⁄⁄)	nan	0	False	False		LN	1-1-1-1-1	LN	0.998613292830442	False	HP	0.2134478228401305	False	NB	0.4184726842785239	False	HN-S	0.2689852211300827	False	LP	0.6850292291890193	False		False
(⁎˃ᆺ˂)	LN	2	False	False	HP	LN	2-1-1-1	HN-D	0.5225179562323452	False	HP	0.2331927494244879	False	HP	0.5996643982645684	False	LP	0.3457592532169414	False	LN	0.93569763471356	False	False	False
(⁎˃‿˂⁎)	LP	3	False	True	HP	HP	3-1-1	HP	0.4905545171700578	False	HP	0.1924811338942574	False	HP	0.4287429511401679	False	LP	0.403528614293199	True	LN	0.9682218497649748	False	False	False
(⁎‿‿‿⁎)	LP	1	False	False	LP	LP	3-1-1	LP	0.9592416017621388	False	HP	0.2187786392249055	False	LP	0.4512118008620708	False	LP	0.5094807960592412	False	LN	0.61684555978647	False	False	False
(≖‿≖)	NB	1	False	False	NB	NB	2-2-1	NB	0.9170252998292044	False	HN-D	0.1977263137717199	False	LN	0.3851743323802737	False	NB	0.2939027512314071	False	LN	0.45452311028444	False	False	False
(≧^O^≦)	HN-S	1	False	False	HP	HP	2-2-1	HP	0.8222908705877648	False	HP	0.1984602496432417	False	LP	0.4506470192591471	False	LP	0.2572521367543176	False	LN	0.4225610515530357	False	False	False
(≧ω≦)	LP	5	False	True	LP	LP	3-1-1	HP	0.9937033597079732	False	LP	0.1920783901483887	True	NB	0.2718507166871211	False	LP	0.2417532947506199	True	LP	0.7498929031477783	True	True	True
(≧‿≦)	HP	105	True	True	HP	HP	2-2-1	HP	0.9764182597542084	True	LN	0.2012305316693627	False	HN-D	0.3590227010902498	False	HP	0.2535151212271	True	LN	0.792102934893276	False	True	True
(≧∇≦)	HP	4	False	True	HP	HP	2-2-1	HP	0.9999959442506192	True	NB	0.1880479938186402	False	NB	0.310438133362969	False	HP	0.3208074743177898	True	LP	0.6382548937630891	False	True	True
(≧▽≦)	HP	58	True	True	HP	HP	2-2-1	HP	0.9999957307960068	True	NB	0.1975244207159789	False	NB	0.2893831822133579	False	HP	0.342539562311845	True	LP	0.7872497443225539	False	True	True
(≧▽≦*)o	HP	1	False	False	HP	HP	2-1-1-1	HP	0.99541483154439	False	LN	0.2021797730047916	False	NB	0.3738585039260992	False	LP	0.3649286149786164	False	HP	0.8894324071873294	False	False	False
(≧︿≦)	HN-S	1	False	False	HN-D	HN-D	4-1	HN-D	0.998766100557916	False	HN-D	0.2792165887082177	False	HN-D	0.4348114134464791	False	HN-D	0.3628674369911972	False	LN	0.8071111917005118	False	False	False
(⊃｡・́‿・̀｡)	HP	2	False	False	LP	LP	2-1-1-1	HP	0.8729960497131654	False	LP	0.2758306083244993	False	HN-D	0.4742757736621839	False	LN	0.2480468924782335	False	LP	0.9970945564593512	False	False	False
(⊙^▽^⊙)	HP	1	False	False	NB	NB	3-1-1	NB	0.7402415309910818	False	HP	0.2094258567123734	False	NB	0.3792863498340778	False	NB	0.2611207636032155	False	HN-D	0.5078407691281501	False	False	False
(⊙_⊙)	HN-S	104	False	True	HN-S	HN-S	2-2-1	HN-S	0.9599138488618691	True	LN	0.1839123092587303	False	LN	0.3523948679849041	False	HN-S	0.3282955496920804	True	HN-D	0.4270759076253046	False	True	True
(⊙_⊙;)	HN-S	13	False	True	HN-S	HN-S	3-1-1	HN-S	0.9933930055217656	True	LN	0.1986390591871593	False	HN-D	0.5211933522025783	False	HN-S	0.2988282500299569	True	HN-S	0.4775521414374442	True	True	True
(⊙_◎)	HN-S	3	False	True	HN-S	HN-S	2-1-1-1	HN-S	0.6896645594236481	True	LP	0.1731829586194616	False	NB	0.4059211639461283	False	HN-S	0.3660565322633924	True	HN-D	0.8434935736346544	False	True	True
(⊙_☉;)	HN-S	5	False	True	HN-S	HN-S	2-2-1	HN-S	0.8711154295995582	True	HN-D	0.1804438763190202	False	LN	0.376675687493023	False	HN-S	0.4119391108064226	True	HN-D	0.9629458294530996	False	True	True
(⊙o⊙)	HP	1	False	False	HP	HP	2-1-1-1	HP	0.8732180816268006	False	HP	0.2044922962097304	False	LN	0.3523348627502252	False	HN-S	0.3317140504356304	False	HN-D	0.6932742437793311	False	False	False
(⊙´ ω `⊙)	HN-S	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.9801017239213088	False	LP	0.1973764684514531	False	NB	0.2895458225713105	False	HN-S	0.410234167013155	False	LN	0.5013652410882853	False	False	False
(⊙ˊωˋ⊙)	HP	1	False	False	NB	NB	3-1-1	NB	0.96173797353835	False	LP	0.2076610258645344	False	NB	0.4560750975486288	False	NB	0.2318029499350307	False	LN	0.4720323341339605	False	False	False
(⊙ˊᵔ⊙ˋ)	NB	1	False	False	NB	NB	2-2-1	NB	0.8447768315749083	False	LP	0.2360223107697641	False	NB	0.3772809023354712	False	LP	0.2878987919357957	False	LN	0.5579545092005775	False	False	False
(⊙′ω`-)	LP	1	False	False	HN-S	HN-D	2-2-1	HN-S	0.4969323223717818	False	HN-D	0.1859604922796546	False	LN	0.3226684115484028	False	HN-S	0.342070498233596	False	HN-D	0.8942090129787641	False	False	False
(⊙‿⊙)	nan	0	False	False	LN	LN	2-1-1-1	HP	0.7143327489211536	False	HN-D	0.1792934339177017	False	LN	0.4103828195530165	False	NB	0.2317739317872671	False	LN	0.4958116059013104	False	False	False
(⊙⊃□⊂)	LP	1	False	False	HN-S	HN-D	2-2-1	HN-S	0.7945426885356323	False	HP	0.1962680488587292	False	HN-D	0.3338230421636597	False	HN-S	0.3179086305321801	False	HN-D	0.9707033028844002	False	False	False
(⊙⊙)	HP	1	False	False	HN-S	HN-S	2-2-1	HN-S	0.90785813445066	False	HN-D	0.1840809524403855	False	NB	0.3581147495845893	False	HN-S	0.29250086733869	False	NB	0.6963322513214367	False	False	False
(⊙⌒∇⌒⊙)ゝ	HP	1	False	False	HN-S	HN-S	2-1-1-1	HN-S	0.9965964767668214	False	HP	0.2366704902238442	False	LN	0.4044338040698447	False	HN-S	0.2795291314824668	False	HN-D	0.93154787157544	False	False	False
(⊙▽⊙)	HP	2	False	False	HP	HP	2-2-1	HP	0.8504214471295486	False	HP	0.1884814113742834	False	LN	0.3370081633982787	False	NB	0.2026549654923018	False	LN	0.4416080042151064	False	False	False
(⊙◞⊙)	HN-S	5	False	True	HN-S	HN-S	2-1-1-1	HN-S	0.9964801718771288	True	HP	0.2050179834914534	False	NB	0.6149110224833547	False	HN-S	0.3676695650074845	True	LN	0.4949477303738465	False	True	True
(⊙ヮ⊙)	nan	0	False	False	NB	NB	3-1-1	HP	0.9408413308907164	False	LP	0.2031053995314947	False	NB	0.3280103908916061	False	NB	0.2299561429402349	False	NB	0.6770689174279019	False	False	False
(⊙﹏⊙)	HN-S	19	False	True	HN-S	HN-S	2-2-1	HN-S	0.9871053005137947	True	HN-D	0.2036783026509251	False	LN	0.3875913183882528	False	HN-S	0.3503343013517001	True	HN-D	0.7451007936600936	False	True	True
(⊙�	HP	1	False	False	HN-S	HN-S	2-2-1	HN-S	0.888330475503838	False	HN-D	0.1877017234493283	False	LN	0.29018299903851	False	HN-S	0.3823190490440957	False	HN-D	0.4969896912644047	False	False	False
(⊡-⊡)و	nan	0	False	False	LP	LP	3-1-1	LP	0.95127598607313	False	HP	0.2260484287458617	False	LN	0.551313212805019	False	LP	0.3216405084743158	False	LP	0.8259196074173065	False	False	False
(⌐■_ω■)	nan	0	False	False	NB	NB	4-1	NB	0.9954706738891452	False	HP	0.1859002827695578	False	NB	0.6368965372136575	False	NB	0.267841191895548	False	NB	0.9514176788973808	False	False	False
(⌐■_■)	NB	11	False	True	NB	NB	4-1	NB	0.988161606109949	True	LN	0.1752915952907956	False	NB	0.7140401099093449	True	NB	0.3443681483312327	True	NB	0.9697589601918558	True	True	True
(⌐■‿■)	nan	0	False	False	NB	NB	4-1	NB	0.965875027326076	False	HP	0.1821402012052018	False	NB	0.6027537222435617	False	NB	0.3379236116141758	False	NB	0.983872722293634	False	False	False
(⌒_⌒;)	LN	4	False	True	LN	LN	3-1-1	LN	0.7950277022573048	True	LN	0.2346496060013406	True	HN-D	0.4464798149446714	False	LN	0.2902879422151423	True	NB	0.5385878701109726	False	True	True
(⌒‿⌒)	NB	17	True	True	NB	NB	3-2	NB	0.9661795826250672	True	LN	0.2017871407816365	False	LN	0.537172132586195	False	NB	0.3086759021230408	True	NB	0.813322245292119	True	True	True
(⌒▽⌒)	NB	21	False	True	NB	NB	3-1-1	NB	0.9524334949390352	True	HP	0.1953725323683298	False	LN	0.4176672178399825	False	NB	0.3153733623535908	True	NB	0.7721166485631459	True	True	True
(⌓・ᴥ・⌓)	NB	1	False	False	LN	LN	2-1-1-1	LN	0.9776137191187292	False	HN-D	0.1910125041276424	False	NB	0.53221748610905	False	HN-S	0.4271338287113634	False	LN	0.9526485156270972	False	False	False
(⌛)	HP	1	False	False	NB	NB	2-1-1-1	NB	0.9634495051812236	False	LN	0.2045472888221606	False	NB	0.5176306261010634	False	HN-S	0.4399617608634938	False	HP	0.977847528087223	False	False	False
(⌛️)	HN-S	1	False	False	HN-S	HP	2-1-1-1	NB	0.9237985532343758	False	LN	0.2068971336124706	False	HN-S	0.4614123788778165	False	HN-S	0.459982116463432	False	HP	0.9374338097733133	False	False	False
(⌯˃᷄	LN	5	False	True	LN	LN	3-1-1	LN	0.3590473355974109	True	LN	0.2024567615145947	True	NB	0.3950221965075829	False	HN-S	0.4541710085944231	False	LN	0.7323643323696412	True	True	True
(⏰)	NB	1	False	False	NB	NB	3-1-1	NB	0.9962210988308507	False	LP	0.189521807271234	False	NB	0.6684693232002622	False	HN-S	0.3685274157197323	False	NB	0.7006061595330617	False	False	False
(─‿‿─)	nan	0	False	False	LP	LP	2-1-1-1	LP	0.537464525153465	False	HP	0.1983695756677956	False	NB	0.3082367218245493	False	LP	0.2759937687721818	False	LN	0.6273022335294458	False	False	False
(┛▧益▧)	LN	1	False	False	HN-D	HN-D	3-1-1	HN-D	0.9881870925992124	False	LP	0.2107007190949338	False	HN-D	0.3052510986155863	False	HN-D	0.4272817315169111	False	LN	0.9052702873901398	False	False	False
(╥_╥)	HN-D	45	False	True	LN	LN	3-1-1	LN	0.9868700525138624	False	LP	0.1866839790703749	False	LN	0.3626234549249654	False	HN-D	0.3908934612046166	True	LN	0.9862741920895922	False	False	False
(╥_﹏)	LP	2	False	False	LN	LN	3-1-1	LN	0.9521629698478156	False	LP	0.1969495663919679	False	LN	0.5009743287202186	False	HN-S	0.3631592930218035	False	LN	0.7990416545756887	False	False	False
(╥╯﹏╰╥)	LN	1	False	False	LN	LN	2-2-1	HP	0.9232702122214532	False	LN	0.2076887050118523	False	HN-D	0.4605032757418202	False	HN-D	0.4253168851468759	False	LN	0.9374095275101212	False	False	False
(╥﹏╥	LP	1	False	False	LN	LN	4-1	LN	0.9034652276617	False	LN	0.1862687253572426	False	LN	0.4450446574613542	False	HN-D	0.4483959255062237	False	LN	0.9829186032822628	False	False	False
(╥﹏╥)	HN-D	76	True	True	LN	LN	4-1	LN	0.9034654810993512	False	LN	0.1871957406300275	False	LN	0.4510073052255069	False	HN-D	0.4407208153862459	True	LN	0.9829184209062318	False	False	False
(╬Ò﹏Ó)	HN-D	6	True	True	HN-D	HN-D	4-1	HN-D	0.9964467706840506	True	HN-D	0.19372629222406	True	LP	0.665021289795531	False	HN-D	0.5989965872861354	True	HN-D	0.9999094115407255	True	True	True
(╬ಠ益ಠ)	HN-D	10	True	True	HN-D	HN-D	5	HN-D	0.9996970748703086	True	HN-D	0.2169374739870697	True	HN-D	0.2993285335110687	True	HN-D	0.6353892291152256	True	HN-D	0.9999984856398648	True	True	True
(╬⊙△⊙)	HN-S	1	True	False	HN-D	HN-D	5	HN-D	0.9124679899724886	False	HN-D	0.2065886635057114	False	HN-D	0.4023405641995776	False	HN-D	0.5395057684905479	False	HN-D	0.9999952090494294	False	False	False
(╭ರ_・́)	nan	0	False	False	HN-D	HN-D	3-1-1	HP	0.8324624983446284	False	HN-D	0.2201506652683253	False	HN-D	0.7725575633269208	False	HN-D	0.4004726412422762	False	LP	0.805580002752602	False	False	False
(╭☞・́⍛・̀)	nan	0	False	False	LN	LP	2-1-1-1	HN-D	0.8866440700919112	False	LN	0.1968149653079698	False	NB	0.2671022560379852	False	LN	0.252967797304797	False	LP	0.9681047771696544	False	False	False
(╯°□°	HP	1	False	False	HN-D	HN-D	4-1	HN-D	0.9948232315257202	False	LP	0.1952527262003657	False	HN-D	0.3834992921134611	False	HN-D	0.4546614104376141	False	HN-D	0.9366081996061052	False	False	False
(╯°□°)	HN-D	284	True	True	HN-D	HN-D	4-1	HN-D	0.9964766851924396	True	LP	0.2004602331359184	False	HN-D	0.3145084217475282	True	HN-D	0.4610135904303377	True	HN-D	0.9411395219301898	True	True	True
(╯ↀ╰)	LP	1	False	False	LN	HN-D	2-2-1	LN	0.6823208426232105	False	LP	0.2078259591751442	False	LN	0.2435023091332589	False	HN-D	0.3741949868863698	False	HN-D	0.948739545565457	False	False	False
(╯✧∇✧)	nan	0	False	False		HP	1-1-1-1-1	HP	0.9992771348243388	False	LP	0.2422627447710745	False	NB	0.3426455084481186	False	HN-D	0.2943211150009876	False	LN	0.857212696060135	False		False
(╯✧╰)	HP	1	False	False	HN-D	HN-D	2-1-1-1	HP	0.999433769521472	False	LP	0.195135155641138	False	NB	0.4181720021358993	False	HN-D	0.4127104028224848	False	HN-D	0.5950249929274027	False	False	False
(╯✧╰╯)	HP	1	False	False	HN-D	HN-D	3-2	HP	0.9903461591164376	False	HN-D	0.1995633366635602	False	HP	0.3749890645827506	False	HN-D	0.5217264863746501	False	HN-D	0.7359150307799847	False	False	False
(╯✧▽✧)	HP	3	False	True	HP	HP	2-1-1-1	HP	0.999495994517829	True	LP	0.2284588916268626	False	NB	0.2472006486220477	False	HP	0.3500535025373129	True	LN	0.8021903871221147	False	True	True
(╲︿╱')	HP	1	False	False	HP	HP	2-2-1	HP	0.404099870985722	False	HN-D	0.1816254198050547	False	HN-D	0.3869292998557659	False	HN-S	0.3501010024921714	False	HP	0.9990559717694646	False	False	False
(╹ω╹)	nan	0	False	False	NB	NB	2-1-1-1	NB	0.970215497121501	False	LP	0.2568691985624836	False	LN	0.2974106230089555	False	HN-D	0.2952049648847998	False	NB	0.9242481361618002	False	False	False
(╹‿╹)	LP	2	False	False	NB	NB	2-1-1-1	NB	0.9747366801483504	False	LP	0.2241666665027046	False	LN	0.5120883310929519	False	HN-D	0.2090920557474509	False	NB	0.9969750087406166	False	False	False
(╹▽╹)	NB	1	False	False	NB	NB	3-2	NB	0.4998572627760375	False	LP	0.2499029674940345	False	NB	0.2872149017325447	False	LP	0.2528515651520866	False	NB	0.8130485576000567	False	False	False
(╹ヮ╹)	nan	0	False	False	NB	NB	3-2	NB	0.616850184005394	False	LP	0.2486104017080923	False	NB	0.2962059018397936	False	LP	0.2187442118833959	False	NB	0.8658894207224863	False	False	False
(▼_▼)	HN-D	1	False	False	HN-S	HN-S	2-2-1	HN-S	0.8297126270708921	False	HN-D	0.1925256633213822	False	HN-S	0.3831858961933769	False	HN-D	0.335746538569905	False	LN	0.99560265519948	False	False	False
(▽▽)	LP	1	False	False	HP	NB	2-2-1	HP	0.5032232515260961	False	HP	0.2179676288829415	False	LP	0.3865387204421386	False	LP	0.3163200869034739	False	NB	0.773307612438371	False	False	False
(○´∀`○)	nan	0	False	False	NB	NB	3-2	NB	0.7173194580427391	False	LP	0.1950116092056643	False	NB	0.4490182414526594	False	LP	0.270551050300147	False	NB	0.8757224085193115	False	False	False
(◎_◎;)	nan	0	False	False	HN-S	HN-S	4-1	HN-S	0.9910171860444784	False	LP	0.2010572816813976	False	HN-S	0.6572504504193233	False	HN-S	0.4005907677369052	False	HN-S	0.922397618015064	False	False	False
(◕_◕)	nan	0	False	False	HN-D	NB	2-1-1-1	HN-S	0.7001495149770228	False	HN-D	0.2236553489338028	False	HN-D	0.4343887609517127	False	LN	0.2785676228798904	False	NB	0.9689589579780484	False	False	False
(◕ω◕)	nan	0	False	False	NB	NB	4-1	NB	0.8052336141129761	False	HN-D	0.2109145583597559	False	NB	0.4479756227357319	False	NB	0.3263953731389915	False	NB	0.5876784152065524	False	False	False
(◕‿◕)	HP	40	True	True	NB	NB	4-1	NB	0.959354058871969	False	HN-D	0.1838158908102814	False	NB	0.4999521952785558	False	NB	0.4218508571477887	False	NB	0.9787696002692174	False	False	False
(◕‿◕✌)	HP	1	False	False	LP	LP	2-2-1	LP	0.8616369474973001	False	HN-D	0.208691472193343	False	HP	0.2778361059745105	False	HP	0.2758054838237873	False	LP	0.5026339983252935	False	False	False
(◕‿◕✿)	NB	151	True	True	NB	NB	3-1-1	LP	0.5474578421867742	False	HP	0.1869808969093258	False	NB	0.4288452253215056	True	NB	0.318507455446598	True	NB	0.531136255748735	True	True	True
(◕‿◕�	NB	1	False	False	NB	NB	3-2	LP	0.449687273218587	False	LP	0.1929681853774009	False	NB	0.4196909202931074	False	NB	0.2702422405466834	False	NB	0.6270676725571869	False	False	False
(◕▽◕)	nan	0	False	False	NB	NB	2-1-1-1	HP	0.8951000305577235	False	HN-D	0.1904732601601912	False	NB	0.4726224324039553	False	LP	0.2808175939515905	False	NB	0.5133211172978475	False	False	False
(◕▿◕✿)	nan	0	False	False	HP	HP	2-2-1	HP	0.9285702511830192	False	HN-D	0.2121063825365666	False	NB	0.4382161262629321	False	HP	0.2245826280432043	False	NB	0.4722303178885196	False	False	False
(◕ヮ◕)	nan	0	False	False	LP	NB	2-2-1	HP	0.8266426181110118	False	LP	0.1931724744238222	False	NB	0.349457913861478	False	LP	0.2801826351795132	False	NB	0.5932910196406845	False	False	False
(◜‿◝)	nan	0	False	False	LP	LP	3-1-1	NB	0.5246561592136697	False	LP	0.2048114646593438	False	HN-S	0.256718568837099	False	LP	0.2906411174108468	False	LP	0.633789173218844	False	False	False
(◞‸◟)	nan	0	False	False	LN	LN	2-2-1	LN	0.9978165125031389	False	HN-D	0.2093075192385438	False	LP	0.3028634010079677	False	LN	0.3364948434946079	False	LP	0.8534656760254677	False	False	False
(◠‿◠)	HP	3	False	True	NB	NB	3-1-1	NB	0.7399971469528385	False	LP	0.2070155964501425	False	LN	0.2953192401045809	False	NB	0.3804604390870811	False	NB	0.5082480375301519	False	False	False
(◠‿◠✿)	nan	0	False	False	LP	HP	2-2-1	LP	0.7609933852056615	False	HP	0.2212141234424492	False	LP	0.3507679434736624	False	NB	0.3260780480892954	False	HP	0.9580456018095812	False	False	False
(◠‿・)	nan	0	False	False	LP	NB	3-2	NB	0.8476860210230649	False	LP	0.2128220574404151	False	LP	0.3784554575098125	False	NB	0.3369241995093056	False	LP	0.4909576778924441	False	False	False
(◣_◢)	HN-S	1	False	False	HN-D	HN-D	2-2-1	HN-D	0.977144412280772	False	HN-D	0.2008683337250563	False	HN-S	0.3317537646524686	False	HN-S	0.3546219196545798	False	NB	0.5053163484747641	False	False	False
(☀️´▽`)	NB	1	True	False	HP	HP	3-1-1	NB	0.5827345156275657	False	HP	0.2063716203635226	False	HP	0.8283656938603069	False	LP	0.777196630294594	False	HP	0.9089503103037276	False	False	False
(☁️‿☁️)	HP	2	False	False	LP	LP	2-2-1	LP	0.97162871062568	False	HN-D	0.2000216901230314	False	HP	0.6747136473425	False	LP	0.6015120219347466	False	HP	0.7625640395161256	False	False	False
(★^O^★)	HP	1	False	False	HP	HP	4-1	HP	0.999997701020537	False	LP	0.1935902228200864	False	HP	0.8159506474295548	False	HP	0.6803770692502425	False	HP	0.6304327989032756	False	False	False
(★ω★)	HP	5	False	True	HP	HP	3-1-1	HP	0.9998907387128214	True	LP	0.192204265407628	False	HP	0.3087662871634784	True	HP	0.3982889034765534	True	NB	0.5605119873520115	False	True	True
(★‿★)	HP	1	False	False	HP	HP	3-2	HP	0.999714388742991	False	LP	0.1850860044987914	False	HP	0.2897329890097092	False	HP	0.5539401112525044	False	LP	0.5362236676275187	False	False	False
(☆▽☆)	nan	0	False	False	HP	HP	2-2-1	HP	0.9999992571748876	False	LP	0.2194992885484443	False	NB	0.3565678134949472	False	HP	0.3796711485910509	False	NB	0.8333597966867561	False	False	False
(☉‿☉)	LP	1	False	False	NB	NB	2-2-1	NB	0.92154730939159	False	HN-D	0.2129513624072738	False	NB	0.2713399143410611	False	LP	0.478070852889768	False	HN-D	0.6363449265952524	False	False	False
(☕~☕)	LP	1	False	False	LP	LP	5	LP	0.9367337773420672	False	LP	0.1820466510412303	False	LP	0.9038267956419356	False	LP	0.6926667553799024	False	LP	0.6696199303736085	False	False	False
(☕‿☕)	LP	2	False	False	LP	LP	4-1	LP	0.9992308727792087	False	HN-D	0.1919341631693906	False	LP	0.6179070950807453	False	LP	0.5296636222682691	False	LP	0.7970725874404918	False	False	False
(☕・ω・)	LP	1	False	False	LP	LP	4-1	HN-D	0.4761253383128844	False	LP	0.1948801567304089	False	LP	0.7305825223114044	False	LP	0.5516862687838179	False	LP	0.9937747187469026	False	False	False
(☕︎˶◕‿◕˶)	LP	1	False	False	LP	LP	5	LP	0.8367397080740432	False	LP	0.1922223852328985	False	LP	0.680721599701655	False	LP	0.7699139295128166	False	LP	0.9836782066983876	False	False	False
(☕︎‿)	LP	1	False	False	LP	LP	3-2	LP	0.9956051020905876	False	HN-D	0.1833208815161516	False	LP	0.5077500181500706	False	LP	0.6460008076890436	False	HN-D	0.8958183213372226	False	False	False
(☕️‿‿‿)	LP	2	False	False	LP	LP	3-2	LP	0.9963718694078147	False	LN	0.1878630919028997	False	LN	0.3675781971916664	False	LP	0.6783197272360312	False	LP	0.8436058564993782	False	False	False
(☕️‿☕️)	LP	1	False	False	LP	LP	3-1-1	LP	0.9786133373974384	False	HN-D	0.1828081439967327	False	HP	0.4337541264209892	False	LP	0.6368530553080791	False	LP	0.9883078956154412	False	False	False
(☕️☁️)	LP	1	False	False	LP	LP	5	LP	0.9997932553590956	False	LP	0.1884696270512205	False	LP	0.7266353739130258	False	LP	0.7313990412975693	False	LP	0.9922995211616572	False	False	False
(☕️✿✿☕️)	LP	1	False	False	LP	LP	4-1	HP	0.540195621710808	False	LP	0.1895924813523357	False	LP	0.4079901657619226	False	LP	0.576980642480588	False	LP	0.999996059062902	False	False	False
(☞‿☞)	LP	2	False	False	NB	NB	4-1	NB	0.7999384890895088	False	HN-D	0.2019398647639249	False	NB	0.3013749312043267	False	NB	0.3267070295873462	False	NB	0.9983617201560026	False	False	False
(☞ﾟヮﾟ)	HN-S	5	False	True	NB	NB	2-1-1-1	HP	0.9691171977105644	False	HN-D	0.1901746741971312	False	NB	0.4061571403430399	False	HN-S	0.2410962030796585	True	NB	0.998292392902807	False	False	False
(♡^▽^♡)	nan	0	False	False	LP	LP	4-1	HP	0.8223265659757636	False	LP	0.2097611346955409	False	LP	0.3830795693375008	False	LP	0.3168430416847555	False	LP	0.9879491160592908	False	False	False
(♡‿♡)	HP	1	True	False	LP	LP	2-1-1-1	HP	0.8020656341768259	False	HN-D	0.2131505816387975	False	LN	0.2252853261371089	False	LP	0.4110134054775342	False	LP	0.8888997047608825	False	False	False
(⚖️)	HN-S	1	False	False	HN-D	HN-D	3-1-1	HN-D	0.8124432068268523	False	LP	0.1895202511838958	False	HN-D	0.8137453087254837	False	HN-D	0.5867568147356298	False	NB	0.5849319876792988	False	False	False
(⚠️)	HN-S	1	False	False	HN-S	HN-S	5	HN-S	0.9583311311921714	False	HN-S	0.1771536827701862	False	HN-S	0.6391292262358829	False	HN-S	0.5777041150309773	False	HN-S	0.7633831474305555	False	False	False
(✈️⚡)	HN-S	1	False	False	HP	HP	2-1-1-1	HN-S	0.8068775870355177	False	HN-D	0.2184966660133576	False	HP	0.3311267388016584	False	NB	0.2578860360658278	False	HP	0.918212923886923	False	False	False
(✌️)	NB	1	False	False	NB	NB	4-1	NB	0.9511670292453236	False	HN-D	0.1879950803981435	False	NB	0.7106533471318396	False	NB	0.2483088572665333	False	NB	0.9996642393202296	False	False	False
(✦‿✦)	nan	0	False	False	HP	HP	2-2-1	HP	0.9782784460993956	False	HN-D	0.1902801061766975	False	NB	0.3605801058456854	False	HP	0.2399864308148206	False	NB	0.5561377171083192	False	False	False
(✧·∀·)	NB	1	False	False	HP	HP	2-1-1-1	HP	0.9966030767967888	False	HP	0.213760934609906	False	LN	0.4007912154062241	False	HN-S	0.3725116725493693	False	LP	0.948155174513235	False	False	False
(✧ω✧)	HP	10	False	True	HP	HP	3-1-1	HP	0.9819370137783092	True	HP	0.206683739405744	True	HP	0.2854974721473298	True	HN-S	0.248257235730495	False	LP	0.6513764787873128	False	True	True
(✧‿✧)	HP	1	False	False	HP	LP	2-1-1-1	HP	0.5711891586511939	False	HN-D	0.2014552637668236	False	LN	0.325310384807504	False	HP	0.2544987063495428	False	LP	0.9225514261995648	False	False	False
(✧・̮・)	LN	1	False	False	HN-S	HP	2-1-1-1	HP	0.9224428410281597	False	HN-S	0.1895549722861446	False	LN	0.3273028248741378	False	HN-S	0.4089092386612805	False	LP	0.8530390576860535	False	False	False
(✧・ω・✧)	LN	1	False	False	LP	LP	3-1-1	HP	0.9986905892002024	False	LP	0.1910981669998584	False	LP	0.2782335914696026	False	HN-S	0.4026116453124017	False	LP	0.8681427892865913	False	False	False
(✧︎️✧)	LN	1	False	False	HP	HP	2-1-1-1	HP	0.9985757612198004	False	HP	0.2085680548282378	False	LN	0.4719415882267397	False	HN-S	0.4927214433481896	False	LP	0.9710549063431244	False	False	False
(✧️)	LN	1	False	False	LP	HP	2-1-1-1	HP	0.9835079689615568	False	HN-D	0.1975158147512935	False	LP	0.2565347236250256	False	HN-S	0.4895743485762505	False	LP	0.6936262827178669	False	False	False
(✨)	LP	7	False	True	NB	NB	2-2-1	NB	0.955839359313776	False	LP	0.2091067433008883	True	NB	0.38801448188665	False	LP	0.3980101164115738	True	HP	0.5036899150544987	False	False	False
(✿´◜౪◝`✿)	LP	1	False	False	LN	LN	2-1-1-1	LN	0.9283803491424492	False	LP	0.2018647309381688	False	NB	0.7426962520794629	False	HP	0.4107590342549804	False	LN	0.8704919134365782	False	False	False
(✿´◜‿◝`✿)	HP	1	False	False	LN	LN	2-1-1-1	LN	0.6929764227359642	False	HN-D	0.1857328034903379	False	NB	0.7525454738610138	False	HP	0.3827351790978678	False	LN	0.8759621658040474	False	False	False
(✿‾‾)	HP	1	False	False		LN	1-1-1-1-1	LP	0.2917746040968482	False	HN-D	0.1914207062170966	False	NB	0.7929311039750357	False	HP	0.4700312766277198	False	LN	0.9593399976002824	False		False
