first_word	is_claude	is_wild	total_emit_count	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	gemma_emit_count	qwen_emit_count	ministral_emit_count	gpt_oss_20b_emit_count	granite_emit_count	wild_emit_count	wild_providers
(｡-∀-)	False	False	3	0	0	0	1	2	0	0	0	0	0	3	0	
(｡>‿<｡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡>﹏<｡)	True	False	10	1	0	0	9	0	0	5	0	0	0	0	0	
(｡´‿`｡)	True	False	1	0	1	0	0	0	0	0	0	0	0	0	0	
(｡´▽`｡)	False	False	1	0	1	0	0	0	0	1	0	0	0	0	0	
(｡´꒳`｡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡˃ᆺ˂｡)	False	False	2	2	0	0	0	0	0	2	0	0	0	0	0	
(｡˃‿˂)	True	False	25	22	3	0	0	0	0	9	0	0	0	0	0	
(｡˃‿˂｡)	False	False	6	6	0	0	0	0	0	1	0	0	0	0	0	
(｡˘-˘｡)	True	False	1	0	1	0	0	0	0	0	0	0	0	0	0	
(｡˘³˘)	True	False	4	0	4	0	0	0	0	0	0	0	0	0	0	
(｡˘ω˘｡)	True	False	4	0	4	0	0	0	0	0	0	0	0	0	0	
(｡‿‿‿｡)	False	False	32	0	32	0	0	0	0	17	0	0	0	0	0	
(｡╯︵╰｡)	True	True	87	1	0	0	0	86	0	39	0	0	0	0	1	claude-opus-4-7
(｡╹ω╹｡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡◕‿‿◕｡)	False	True	1	1	0	0	0	0	0	1	0	0	0	0	2	claude-opus-4-7,gpt-5.5
(｡◕‿◕｡)	True	True	135	1	35	0	0	0	99	80	0	0	0	0	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(｡◕◕｡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡♡‿♡｡)	False	True	1	1	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡♥‿♥｡)	True	True	100	18	75	0	0	0	7	48	5	0	0	0	2	claude-opus-4-7,codex-hook
(｡・	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡・ˇ‸ˇ・｡)	False	False	3	0	0	2	0	1	0	2	0	0	0	1	0	
(｡・̀‿-)	True	True	52	1	9	0	0	0	42	18	1	0	0	0	6	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5-4-thinking,gpt-5-5-thinking,gpt-5.5
(｡・̀‿・́｡)	False	True	4	0	0	0	0	0	4	0	0	0	0	0	1	claude-opus-4-7
(｡・́ω・̀｡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡・́‿・̀｡)	True	True	8	0	1	0	2	3	2	5	0	0	0	0	1	claude-opus-4-7
(｡・́⌒・̀｡)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(｡・́︵・̀｡)	True	False	2	0	0	0	1	1	0	0	0	1	0	0	0	
(｡・́︿・̀｡)	True	True	419	8	6	25	128	246	6	153	29	15	0	3	1	claude-opus-4-7
(｡・ω・｡)	True	True	45	0	32	0	1	0	12	3	3	0	0	2	2	claude-opus-4-7,codex-hook
(｡・‿-)	True	True	2	0	1	0	0	0	1	0	0	0	0	0	1	claude-opus-4-7
(｡・‿・｡)	True	True	12	1	6	0	0	1	4	0	0	0	0	1	2	claude-opus-4-7,codex-hook
(｡・∀・)｡'	False	False	1	0	0	0	0	1	0	0	0	0	0	1	0	
(｡・∀・)ﾉﾞ	False	False	2	0	0	0	0	1	1	0	0	0	0	2	0	
(｡・ㅅ・｡)	False	False	4	0	3	0	1	0	0	3	0	0	0	0	0	
(ﾉ>ω<)	False	False	34	32	1	0	0	0	1	0	34	0	0	0	0	
(ﾉ^_^)	False	False	1	0	1	0	0	0	0	0	0	0	0	1	0	
(ﾉ´-`ﾉ)	False	False	1	0	0	1	0	0	0	0	0	1	0	0	0	
(ﾉ´_´)	False	False	2	0	0	0	0	2	0	0	0	2	0	0	0	
(ﾉ´ω`ﾉ)	False	False	4	0	0	3	1	0	0	0	0	4	0	0	0	
(ﾉ´з`)	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(ﾉ´・ω・)	False	False	3	0	0	0	1	2	0	0	0	3	0	0	0	
(ﾉ´・ω・`)	False	False	22	0	0	14	8	0	0	0	0	22	0	0	0	
(ﾉ´ﾉ)	False	False	2	0	0	2	0	0	0	0	0	2	0	0	0	
(ﾉ´ﾟдﾟ)	False	False	1	1	0	0	0	0	0	0	0	0	1	0	0	
(ﾉωﾉ)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(ﾉ≧▽≦�	False	False	1	1	0	0	0	0	0	0	1	0	0	0	0	
(ﾉ◕‿◕	False	False	1	0	0	0	1	0	0	0	1	0	0	0	0	
(ﾉ◕ヮ◕	False	False	2	2	0	0	0	0	0	0	2	0	0	0	0	
(ﾉ◕ヮ◕)	True	True	415	178	36	67	50	41	43	22	42	337	5	0	4	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5.5
(ﾉﾞﾉﾟ)	False	False	1	0	0	0	1	0	0	0	0	1	0	0	0	
(ﾟoﾟ)	False	False	2	2	0	0	0	0	0	0	0	0	0	0	0	
(ﾟωﾟ)	False	True	1	0	1	0	0	0	0	0	0	0	1	0	1	claude-opus-4-7
(ﾟдﾟ)	False	False	30	4	1	11	9	3	2	1	0	0	29	0	0	
(ﾟ‿ﾟ)	False	False	3	0	2	0	0	0	1	0	0	0	3	0	0	
(ﾟ∀ﾟ)	False	False	7	2	1	0	1	1	2	0	0	1	6	0	0	
(ﾟ∇ﾟ)	False	False	4	4	0	0	0	0	0	0	0	0	0	4	0	
(ﾟ▽ﾟ)	False	True	6	6	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(ﾟ◕‿ﾟ)	False	False	1	0	0	0	1	0	0	0	0	0	1	0	0	
(ﾟ☉ﾟ)	False	False	1	0	0	1	0	0	0	0	0	0	1	0	0	
(ﾟヘﾟ)	False	False	3	0	0	1	2	0	0	0	0	0	3	0	0	
(ﾟヮﾟ)	False	True	2	1	0	1	0	0	0	0	0	0	2	0	1	claude-opus-4-7
(ﾟーﾟ)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(ﾟ﹏ﾟ)	False	False	3	0	0	0	0	3	0	0	0	0	0	3	0	
(ﾟｰﾟ)	True	True	6	0	0	0	2	3	1	0	0	5	0	0	2	claude-opus-4-7,codex-hook
(ﾟﾛﾟ)	False	False	1	0	0	0	0	1	0	0	0	1	0	0	0	
(￢_￢)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(￣^￣)	False	True	3	0	3	0	0	0	0	0	0	3	0	0	2	gpt-5.4,gpt-5.5
(￣^￣ゞ	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(￣_￣)	False	False	3	0	0	2	0	1	0	0	0	3	0	0	0	
(￣_￣;)	False	False	5	0	0	0	5	0	0	0	0	5	0	0	0	
(￣~￣;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(￣ε￣)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(￣ε￣;)	False	False	1	0	1	0	0	0	0	0	0	1	0	0	0	
(￣ω￣)	False	True	2	0	2	0	0	0	0	0	0	2	0	0	3	claude-opus-4-6,claude-opus-4-7,codex-hook
(￣ω￣;)	False	True	10	0	2	1	4	3	0	0	0	10	0	0	2	claude-opus-4-6,claude-opus-4-7
(￣∇￣)	False	False	19	0	6	0	0	1	12	0	0	19	0	0	0	
(￣∇￣;)	False	False	6	1	2	0	0	1	2	0	0	6	0	0	0	
(￣▽￣)	False	True	72	16	20	2	2	10	22	0	3	69	0	0	4	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5-5-thinking
(￣▽￣;)	False	True	10	2	0	0	4	4	0	0	0	10	0	0	1	claude-opus-4-7
(￣へ￣)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	gpt-5.5
(￣ヘ￣)	True	True	1	0	0	0	0	0	1	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(￣ヘ￣;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	2	claude-opus-4-7,codex-hook
(￣ー￣)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	4	claude-opus-4-6,claude-opus-4-7,codex-hook,gpt-5.4
(￣ー￣;)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(￣︶￣)	False	False	4	0	0	1	0	2	1	0	0	4	0	0	0	
(￣︿￣)	False	False	2	0	0	0	1	1	0	0	0	2	0	0	0	
(￣﹃￣)	False	False	2	0	0	1	0	1	0	0	0	2	0	0	0	
(￣﹏￣)	False	False	6	0	0	3	2	1	0	0	0	6	0	0	0	
(￣￢￢)	False	False	1	0	0	0	1	0	0	0	0	1	0	0	0	
(￣￣)	False	True	7	1	0	0	3	2	1	0	0	7	0	0	1	claude-opus-4-7
(￣￣;✿)	False	False	1	0	0	0	1	0	0	0	0	1	0	0	0	
(￣￣;￣￣)	False	False	1	0	0	0	0	1	0	0	0	1	0	0	0	
(￣￣|||)	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	claude-opus-4-7
(�sad)	False	False	1	0	0	0	0	1	0	0	0	0	0	1	0	
(�ó_Á⇂)	False	False	1	0	0	0	1	0	0	0	0	0	0	1	0	
