first_word	gemma_pred	gemma_softmax	qwen_pred	qwen_softmax	empirical	total_emit_count	is_claude	has_ground_truth	agree	gemma_matches_empirical	qwen_matches_empirical
(ﾟ﹏ﾟ)	HN-S	0.8742906188552813	HN-D	0.2570038707140292	LN	3	False	True	False	False	False
(ﾟｰﾟ)	HP	0.6540591648819479	HN-D	0.2024991600262288	LN	5	False	True	False	False	False
(ﾟﾛﾟ)	HP	0.996505458072337	HN-D	0.2149691420742709	LN	1	False	False	False	False	False
(￣^￣)	NB	0.7969055076983744	HN-S	0.2009245655226603	LP	3	False	True	False	False	False
(￣_￣)	HN-D	0.4178218346545778	HN-S	0.1954392472610355	HN-D	3	False	True	False	True	False
(￣_￣;)	LN	0.5910376325277892	HN-S	0.1990501933516686	HN-S	5	False	True	False	False	True
(￣~￣;)	LN	0.8288510602667064	HN-S	0.1974417433121118	nan	0	False	False	False	False	False
(￣ε￣;)	LP	0.8316511752921361	LP	0.1905122053877233	LP	1	False	False	True	False	False
(￣ω￣)	NB	0.85858597189188	LP	0.202734865189436	LP	2	False	False	False	False	False
(￣ω￣;)	LN	0.7315205512601225	LN	0.194916750196533	HN-S	10	False	True	True	False	False
(￣∇￣)	NB	0.7763765901065909	HP	0.1970786016998715	NB	19	False	True	False	True	False
(￣∇￣;)	LN	0.625261242287678	HP	0.1912590758272184	LP	6	False	True	False	False	False
(￣▽￣)	LP	0.641577874210929	HP	0.213521818025745	NB	72	False	True	False	False	False
(￣▽￣;)	HN-S	0.8927314681176445	HP	0.1915165847145723	HN-S	10	False	True	False	True	False
(￣へ￣)	HN-D	0.9775386806014296	HN-S	0.2157965979097426	nan	0	False	False	False	False	False
(￣ヘ￣)	HN-D	0.9938174288961524	HN-D	0.2270850809012798	nan	0	False	False	True	False	False
(￣ヘ￣;)	HN-D	0.969052112074098	HN-D	0.2637324917870018	nan	0	False	False	True	False	False
(￣ー￣)	NB	0.5505471399361144	HN-S	0.1922030304173181	nan	0	False	False	False	False	False
(￣ー￣;)	HN-S	0.9327489828904	HN-S	0.2025249651448044	nan	0	False	False	True	False	False
(￣︶￣)	LP	0.8659267913987271	HP	0.1961186375416088	LN	4	False	True	False	False	False
(￣︿￣)	HN-D	0.9530176024720498	HN-D	0.3128430416629933	HN-S	2	False	False	True	False	False
(￣﹃￣)	LP	0.904683300571369	HN-S	0.1960021034852053	HN-D	2	False	False	False	False	False
(￣﹏￣)	HN-S	0.583819911314596	HN-S	0.215866378047957	HN-D	6	False	True	True	False	False
(￣￢￢)	LP	0.9058388745619002	HN-S	0.2308869260353455	HN-S	1	False	False	False	False	False
(￣￣)	NB	0.7843215433553933	HN-S	0.2031178235753992	HN-S	7	False	True	False	False	True
(￣￣;✿)	LP	0.8798002782125401	HN-S	0.1973409872724994	HN-S	1	False	False	False	False	False
(￣￣;￣￣)	HN-S	0.5026759541524745	HN-S	0.2133450619770096	LN	1	False	False	True	False	False
(�sad)	HN-S	0.4071062976821747	HN-D	0.2007992129729041	LN	1	False	False	False	False	False
(�ó_Á⇂)	NB	0.967112169165289	HN-D	0.187932520993148	HN-S	1	False	False	False	False	False
